severity,api_kind,engine,file,start_line,end_line,start_col,end_col,rule_id,message,code
INFO,Spring MVC Mapping (may include {var:regex}),unknown,web/src/main/java/com/dressca/web/controller/ServerTimeController.java,22,22,1,35,semgrep.java.spring.requestmapping.regex,@RequestMapping / @GetMapping 等の regex 使用,"@RestController ⏎ @Tag(name = ""ServerTime"", description = ""認証不要でサーバーの現在時刻を取得します。"") ⏎ @RequestMapping(""/api/servertime"") ⏎ public class ServerTimeController {"
INFO,Spring MVC Mapping (may include {var:regex}),unknown,web/src/main/java/com/dressca/web/controller/UserController.java,25,25,1,30,semgrep.java.spring.requestmapping.regex,@RequestMapping / @GetMapping 等の regex 使用,"@RestController ⏎ @Tag(name = ""Users"", description = ""認証済みユーザのユーザ ID を取得する API です。"") ⏎ @RequestMapping(""/api/users"") ⏎ public class UserController {"
